timestamp,car_position_x,car_position_y,angle,speed,sensor_distances,traffic_light_state,action_taken,reward,ai_mode
green,0.07947328024720127,0.2816918085747128,177.15216772741698,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.07947328024720127,0.2791918085747128,-176.84783227258305,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.08333333333333333,0.5,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""change_lane_left"": true}",40.0,hybrid
green,0.08333333333333333,0.4975,0.0,0.2,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",61.6,hybrid
green,0.0835,0.495,0.0,0.4,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",63.2,hybrid
green,0.08383333333333334,0.4925,0.0,0.6000000000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",64.8,hybrid
green,0.08433333333333333,0.49,-21.990226729801957,0.55,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",28.9,hybrid
green,0.08473805434438407,0.4871773418492713,-42.951772290282975,0.5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-87.0,hybrid
green,0.0850116768693641,0.4842059936699994,-48.951772290282975,0.7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",-61.400000000000006,hybrid
green,0.08539474840433615,0.4810461062190186,-58.174353246036226,0.6499999999999999,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""change_lane_right"": true}",-81.8,hybrid
green,0.08568038883078954,0.48285576012447984,-17.718133089298192,0.8499999999999999,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",39.8,hybrid
green,0.0863551225229914,0.4850324046693423,7.1160329045269854,0.7999999999999998,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""change_lane_left"": true}",34.4,hybrid
green,0.08701665406432978,0.48265628382248205,-15.218972243602131,0.9999999999999998,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",41.0,hybrid
green,0.08782076208379624,0.479828147937037,-30.724001276646025,1.1999999999999997,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",47.599999999999994,hybrid
green,0.08868040041286356,0.4765617933375229,-42.04402098779788,1.3999999999999997,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",49.199999999999996,hybrid
green,0.08954680266947183,0.47288981593077645,-50.583776460865074,1.5999999999999996,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""accelerate"": true}",-49.2,hybrid
green,0.09039340172345994,0.4688447082989205,-57.179982789689696,1.5499999999999996,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-73.6,hybrid
green,0.09120311661812504,0.46483516523028867,-57.770198777412816,1.4999999999999996,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-74.0,hybrid
green,0.0919766379418831,0.46086228685316244,-58.35499453786084,1.1999999999999995,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-72.4,hybrid
green,0.09250129271210161,0.4570853142273025,-64.31751725466275,1.1499999999999995,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-76.80000000000001,hybrid
green,0.0930046204042301,0.45336204237392835,-64.3834201756404,1.0999999999999994,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""change_lane_left"": true}",-73.2,hybrid
green,0.09340093820913739,0.4496221946234343,-69.35878648931377,1.0499999999999994,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""change_lane_left"": true}",-73.60000000000001,hybrid
green,0.09370938872535113,0.4458939489729812,-73.42887696313808,0.9999999999999993,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-83.0,hybrid
green,0.0938622686667988,0.4421651640536883,-81.54443812860288,0.9499999999999993,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-83.4,hybrid
green,0.09389618724581092,0.4384787544732756,-87.54443812860288,0.6499999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true, ""brake"": true}",-191.2,hybrid
green,0.09386269996833013,0.43516780866432436,-93.54443812860288,0.5999999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-215.79999999999998,hybrid
green,0.09377979371281667,0.4319281906928062,-97.34060769672125,0.5499999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-215.4,hybrid
green,0.0936740381507207,0.4287592424792328,-100.1981529563244,0.49999999999999917,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-215.0,hybrid
green,0.09355780475534033,0.42565905330485004,-106.1981529563244,0.4499999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-214.6,hybrid
green,0.09341612565308856,0.4226382442496613,-112.1981529563244,0.3999999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-214.2,hybrid
green,0.09325861820173863,0.41969758490704984,-118.19815295632442,0.3499999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-213.79999999999998,hybrid
green,0.09309468499320603,0.416835729228546,-124.1981529563244,0.2999999999999992,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-213.4,hybrid
green,0.0929333267269808,0.41404929791510114,-130.1981529563244,0.24999999999999922,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-213.0,hybrid
green,0.09278296466133325,0.41133299590232286,-136.1981529563244,0.19999999999999923,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-212.6,hybrid
green,0.09265127545238584,0.4086797627709337,-142.1981529563244,0.14999999999999925,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-212.2,hybrid
green,0.09254504098925151,0.4060809534222071,-148.1981529563244,0.09999999999999924,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.79999999999998,hybrid
green,0.09247001559421882,0.40352654590686754,-154.1981529563244,0.04999999999999924,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.39999999999998,hybrid
green,0.09243081268386161,0.4010053728911652,-160.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3985053728911652,-166.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3960053728911652,-172.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3935053728911652,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3910053728911652,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.3885053728911652,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3860053728911652,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.38350537289116526,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.38100537289116526,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.37850537289116526,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.37600537289116526,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.37350537289116525,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.37100537289116525,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.36850537289116525,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.36600537289116525,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.36350537289116525,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.36100537289116524,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.35850537289116524,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.35600537289116524,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.35350537289116524,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.35100537289116523,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.34850537289116523,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.34600537289116523,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.34350537289116523,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3410053728911652,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.3385053728911652,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3360053728911652,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
green,0.09243081268386161,0.3335053728911652,-178.1981529563244,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_left"": true}",-211.0,hybrid
green,0.09243081268386161,0.3310053728911652,175.80184704367562,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""turn_right"": true}",-211.0,hybrid
